query_id,query_text,tau_method,rank,doc_id,title,score
1,"I'm having trouble getting my team to adopt the new CRM software, looking for change management tips.",Hybrid,19,pk_08208,crm data cleanup tips,0.614901
1,"I'm having trouble getting my team to adopt the new CRM software, looking for change management tips.",Hybrid,20,pk_01088,Computer program recommendations,0.613866
1,"I'm having trouble getting my team to adopt the new CRM software, looking for change management tips.",Hybrid,21,pk_08922,CRM Data Cleanup Checklist,0.613006
1,"I'm having trouble getting my team to adopt the new CRM software, looking for change management tips.",Hybrid,22,pk_09208,crm clenup,0.612471
1,"I'm having trouble getting my team to adopt the new CRM software, looking for change management tips.",Hybrid,23,pk_14421,CRM Data Cleanup Checklist,0.610563
1,"I'm having trouble getting my team to adopt the new CRM software, looking for change management tips.",Hybrid,24,pk_08248,crm integration,0.609558
1,"I'm having trouble getting my team to adopt the new CRM software, looking for change management tips.",Hybrid,25,pk_17028,CRM Data Cleanup Strategy,0.609168
1,"I'm having trouble getting my team to adopt the new CRM software, looking for change management tips.",Taumode,1,pk_14722,crm help,0.642416
1,"I'm having trouble getting my team to adopt the new CRM software, looking for change management tips.",Taumode,2,pk_17450,CRM adoption training plan,0.626476
1,"I'm having trouble getting my team to adopt the new CRM software, looking for change management tips.",Taumode,3,pk_03238,crm stuff,0.601268
1,"I'm having trouble getting my team to adopt the new CRM software, looking for change management tips.",Taumode,4,pk_13715,CRM Migration Plan,0.597616
1,"I'm having trouble getting my team to adopt the new CRM software, looking for change management tips.",Taumode,5,pk_09102,crm help,0.590623
1,"I'm having trouble getting my team to adopt the new CRM software, looking for change management tips.",Taumode,6,pk_02282,crm issue,0.587121
1,"I'm having trouble getting my team to adopt the new CRM software, looking for change management tips.",Taumode,7,pk_12619,fix my crm,0.582195
1,"I'm having trouble getting my team to adopt the new CRM software, looking for change management tips.",Taumode,8,pk_13538,CRM data cleanup action plan,0.581179
1,"I'm having trouble getting my team to adopt the new CRM software, looking for change management tips.",Taumode,9,pk_11802,crm help,0.576737
1,"I'm having trouble getting my team to adopt the new CRM software, looking for change management tips.",Taumode,10,pk_17069,crm question,0.576467
1,"I'm having trouble getting my team to adopt the new CRM software, looking for change management tips.",Taumode,11,pk_06894,crm best practices,0.576467
1,"I'm having trouble getting my team to adopt the new CRM software, looking for change management tips.",Taumode,12,pk_14521,update crm,0.574722
1,"I'm having trouble getting my team to adopt the new CRM software, looking for change management tips.",Taumode,13,pk_08865,CRM field mapping guide,0.568479
1,"I'm having trouble getting my team to adopt the new CRM software, looking for change management tips.",Taumode,14,pk_08498,crm recomendations,0.564372
1,"I'm having trouble getting my team to adopt the new CRM software, looking for change management tips.",Taumode,15,pk_14941,crm mess,0.560502
1,"I'm having trouble getting my team to adopt the new CRM software, looking for change management tips.",Taumode,16,pk_01647,crm cleanup,0.560502
1,"I'm having trouble getting my team to adopt the new CRM software, looking for change management tips.",Taumode,17,pk_13206,CRM integration checklist,0.559635
1,"I'm having trouble getting my team to adopt the new CRM software, looking for change management tips.",Taumode,18,pk_18092,CRM Data Cleanup Checklist,0.553210
1,"I'm having trouble getting my team to adopt the new CRM software, looking for change management tips.",Taumode,19,pk_08208,crm data cleanup tips,0.549216
1,"I'm having trouble getting my team to adopt the new CRM software, looking for change management tips.",Taumode,20,pk_01088,Computer program recommendations,0.548082
1,"I'm having trouble getting my team to adopt the new CRM software, looking for change management tips.",Taumode,21,pk_08922,CRM Data Cleanup Checklist,0.547139
1,"I'm having trouble getting my team to adopt the new CRM software, looking for change management tips.",Taumode,22,pk_09208,crm clenup,0.546554
1,"I'm having trouble getting my team to adopt the new CRM software, looking for change management tips.",Taumode,23,pk_14421,CRM Data Cleanup Checklist,0.544464
1,"I'm having trouble getting my team to adopt the new CRM software, looking for change management tips.",Taumode,24,pk_08248,crm integration,0.543365
1,"I'm having trouble getting my team to adopt the new CRM software, looking for change management tips.",Taumode,25,pk_17028,CRM Data Cleanup Strategy,0.542938
2,What's the best way to gently tell a client their budget is completely unrealistic?,Cosine,1,pk_02768,Handling Budget Objections,0.723631
2,What's the best way to gently tell a client their budget is completely unrealistic?,Cosine,2,pk_17629,handling budget objections friendly,0.706879
2,What's the best way to gently tell a client their budget is completely unrealistic?,Cosine,3,pk_17417,Handle budget objection with ROI,0.706553
2,What's the best way to gently tell a client their budget is completely unrealistic?,Cosine,4,pk_08317,Handle budget objections,0.700264
2,What's the best way to gently tell a client their budget is completely unrealistic?,Cosine,5,pk_02791,Handle Budget Objection,0.697868
2,What's the best way to gently tell a client their budget is completely unrealistic?,Cosine,6,pk_07804,deal is over budget,0.696455
2,What's the best way to gently tell a client their budget is completely unrealistic?,Cosine,7,pk_18411,price objection,0.684846
2,What's the best way to gently tell a client their budget is completely unrealistic?,Cosine,8,pk_12125,Handle budget objection with ROI proof,0.679393
2,What's the best way to gently tell a client their budget is completely unrealistic?,Cosine,9,pk_07415,GRANT BUDGET HELP NEEDED,0.676568
2,What's the best way to gently tell a client their budget is completely unrealistic?,Cosine,10,pk_14363,objecion handeling when they say price too hi,0.676327
2,What's the best way to gently tell a client their budget is completely unrealistic?,Cosine,11,pk_19426,Handling Price Objections in Real-Time,0.671904
2,What's the best way to gently tell a client their budget is completely unrealistic?,Cosine,12,pk_05182,handlign no budget,0.664735
2,What's the best way to gently tell a client their budget is completely unrealistic?,Cosine,13,pk_03082,Role-play objection handling,0.663080
2,What's the best way to gently tell a client their budget is completely unrealistic?,Cosine,14,pk_08557,objecion handeling,0.661284
2,What's the best way to gently tell a client their budget is completely unrealistic?,Cosine,15,pk_03370,handleing no budget objections,0.651810
2,What's the best way to gently tell a client their budget is completely unrealistic?,Cosine,16,pk_10611,Negotiate Department Budget,0.651540
2,What's the best way to gently tell a client their budget is completely unrealistic?,Cosine,17,pk_06307,Handle 'It's too expensive' objection,0.651370
2,What's the best way to gently tell a client their budget is completely unrealistic?,Cosine,18,pk_17641,Handle Budget Objections,0.647517
2,What's the best way to gently tell a client their budget is completely unrealistic?,Cosine,19,pk_03021,objecion handling for price to high,0.647282
2,What's the best way to gently tell a client their budget is completely unrealistic?,Cosine,20,pk_13194,Customer says we are too expensive,0.646144
2,What's the best way to gently tell a client their budget is completely unrealistic?,Cosine,21,pk_19993,Handle objection about no budget,0.645609
2,What's the best way to gently tell a client their budget is completely unrealistic?,Cosine,22,pk_18645,salary negoshuation advice,0.640140
2,What's the best way to gently tell a client their budget is completely unrealistic?,Cosine,23,pk_02689,HANDLE THIS OBJECTION NOW!!!,0.639855
2,What's the best way to gently tell a client their budget is completely unrealistic?,Cosine,24,pk_12629,Write proposal executive summary,0.639808
2,What's the best way to gently tell a client their budget is completely unrealistic?,Cosine,25,pk_04444,objection thing,0.637066
2,What's the best way to gently tell a client their budget is completely unrealistic?,Hybrid,1,pk_02768,Handling Budget Objections,0.667634
2,What's the best way to gently tell a client their budget is completely unrealistic?,Hybrid,2,pk_17629,handling budget objections friendly,0.648863
2,What's the best way to gently tell a client their budget is completely unrealistic?,Hybrid,3,pk_17417,Handle budget objection with ROI,0.648499
2,What's the best way to gently tell a client their budget is completely unrealistic?,Hybrid,4,pk_08317,Handle budget objections,0.641493
2,What's the best way to gently tell a client their budget is completely unrealistic?,Hybrid,5,pk_02791,Handle Budget Objection,0.638830
2,What's the best way to gently tell a client their budget is completely unrealistic?,Hybrid,6,pk_07804,deal is over budget,0.637261
2,What's the best way to gently tell a client their budget is completely unrealistic?,Hybrid,7,pk_18411,price objection,0.624413
2,What's the best way to gently tell a client their budget is completely unrealistic?,Hybrid,8,pk_12125,Handle budget objection with ROI proof,0.618404
2,What's the best way to gently tell a client their budget is completely unrealistic?,Hybrid,9,pk_07415,GRANT BUDGET HELP NEEDED,0.615297
2,What's the best way to gently tell a client their budget is completely unrealistic?,Hybrid,10,pk_14363,objecion handeling when they say price too hi,0.615032
2,What's the best way to gently tell a client their budget is completely unrealistic?,Hybrid,11,pk_19426,Handling Price Objections in Real-Time,0.610179
2,What's the best way to gently tell a client their budget is completely unrealistic?,Hybrid,12,pk_05182,handlign no budget,0.602333
2,What's the best way to gently tell a client their budget is completely unrealistic?,Hybrid,13,pk_03082,Role-play objection handling,0.600527
2,What's the best way to gently tell a client their budget is completely unrealistic?,Hybrid,14,pk_08557,objecion handeling,0.598567
2,What's the best way to gently tell a client their budget is completely unrealistic?,Hybrid,15,pk_03370,handleing no budget objections,0.588263
2,What's the best way to gently tell a client their budget is completely unrealistic?,Hybrid,16,pk_10611,Negotiate Department Budget,0.587970
2,What's the best way to gently tell a client their budget is completely unrealistic?,Hybrid,17,pk_06307,Handle 'It's too expensive' objection,0.587786
2,What's the best way to gently tell a client their budget is completely unrealistic?,Hybrid,18,pk_17641,Handle Budget Objections,0.583610
2,What's the best way to gently tell a client their budget is completely unrealistic?,Hybrid,19,pk_03021,objecion handling for price to high,0.583355
2,What's the best way to gently tell a client their budget is completely unrealistic?,Hybrid,20,pk_13194,Customer says we are too expensive,0.582125
2,What's the best way to gently tell a client their budget is completely unrealistic?,Hybrid,21,pk_19993,Handle objection about no budget,0.581546
2,What's the best way to gently tell a client their budget is completely unrealistic?,Hybrid,22,pk_18645,salary negoshuation advice,0.575640
2,What's the best way to gently tell a client their budget is completely unrealistic?,Hybrid,23,pk_02689,HANDLE THIS OBJECTION NOW!!!,0.575332
2,What's the best way to gently tell a client their budget is completely unrealistic?,Hybrid,24,pk_12629,Write proposal executive summary,0.575281
2,What's the best way to gently tell a client their budget is completely unrealistic?,Hybrid,25,pk_04444,objection thing,0.572326
2,What's the best way to gently tell a client their budget is completely unrealistic?,Taumode,1,pk_02768,Handling Budget Objections,0.607637
2,What's the best way to gently tell a client their budget is completely unrealistic?,Taumode,2,pk_17629,handling budget objections friendly,0.586703
2,What's the best way to gently tell a client their budget is completely unrealistic?,Taumode,3,pk_17417,Handle budget objection with ROI,0.586299
2,What's the best way to gently tell a client their budget is completely unrealistic?,Taumode,4,pk_08317,Handle budget objections,0.578525
2,What's the best way to gently tell a client their budget is completely unrealistic?,Taumode,5,pk_02791,Handle Budget Objection,0.575576
2,What's the best way to gently tell a client their budget is completely unrealistic?,Taumode,6,pk_07804,deal is over budget,0.573839
2,What's the best way to gently tell a client their budget is completely unrealistic?,Taumode,7,pk_18411,price objection,0.559663
2,What's the best way to gently tell a client their budget is completely unrealistic?,Taumode,8,pk_12125,Handle budget objection with ROI proof,0.553058
2,What's the best way to gently tell a client their budget is completely unrealistic?,Taumode,9,pk_07415,GRANT BUDGET HELP NEEDED,0.549650
2,What's the best way to gently tell a client their budget is completely unrealistic?,Taumode,10,pk_14363,objecion handeling when they say price too hi,0.549360
2,What's the best way to gently tell a client their budget is completely unrealistic?,Taumode,11,pk_19426,Handling Price Objections in Real-Time,0.544044
2,What's the best way to gently tell a client their budget is completely unrealistic?,Taumode,12,pk_05182,handlign no budget,0.535474
2,What's the best way to gently tell a client their budget is completely unrealistic?,Taumode,13,pk_03082,Role-play objection handling,0.533505
2,What's the best way to gently tell a client their budget is completely unrealistic?,Taumode,14,pk_08557,objecion handeling,0.531371
2,What's the best way to gently tell a client their budget is completely unrealistic?,Taumode,15,pk_03370,handleing no budget objections,0.520176
2,What's the best way to gently tell a client their budget is completely unrealistic?,Taumode,16,pk_10611,Negotiate Department Budget,0.519859
2,What's the best way to gently tell a client their budget is completely unrealistic?,Taumode,17,pk_06307,Handle 'It's too expensive' objection,0.519660
2,What's the best way to gently tell a client their budget is completely unrealistic?,Taumode,18,pk_17641,Handle Budget Objections,0.515139
2,What's the best way to gently tell a client their budget is completely unrealistic?,Taumode,19,pk_03021,objecion handling for price to high,0.514863
2,What's the best way to gently tell a client their budget is completely unrealistic?,Taumode,20,pk_13194,Customer says we are too expensive,0.513532
2,What's the best way to gently tell a client their budget is completely unrealistic?,Taumode,21,pk_19993,Handle objection about no budget,0.512906
2,What's the best way to gently tell a client their budget is completely unrealistic?,Taumode,22,pk_18645,salary negoshuation advice,0.506531
2,What's the best way to gently tell a client their budget is completely unrealistic?,Taumode,23,pk_02689,HANDLE THIS OBJECTION NOW!!!,0.506200
2,What's the best way to gently tell a client their budget is completely unrealistic?,Taumode,24,pk_12629,Write proposal executive summary,0.506145
2,What's the best way to gently tell a client their budget is completely unrealistic?,Taumode,25,pk_04444,objection thing,0.502962
3,Our churn rate spiked last month and I need a framework to investigate why.,Cosine,1,pk_19200,Analyze customer churn drivers,0.720926
3,Our churn rate spiked last month and I need a framework to investigate why.,Cosine,2,pk_12643,Churn Prediction Model Build,0.710060
3,Our churn rate spiked last month and I need a framework to investigate why.,Cosine,3,pk_15714,Design data storytelling presentation,0.701111
3,Our churn rate spiked last month and I need a framework to investigate why.,Cosine,4,pk_17719,Customer Churn Analysis Report,0.681109
3,Our churn rate spiked last month and I need a framework to investigate why.,Cosine,5,pk_11166,Customer Churn Analysis Report,0.677591
3,Our churn rate spiked last month and I need a framework to investigate why.,Cosine,6,pk_06644,Analyze churn prediction results,0.673425
3,Our churn rate spiked last month and I need a framework to investigate why.,Cosine,7,pk_14176,need to analyze customer churn data,0.671970
3,Our churn rate spiked last month and I need a framework to investigate why.,Cosine,8,pk_15582,Role-Play: Senior Data Scientist,0.664925
3,Our churn rate spiked last month and I need a framework to investigate why.,Cosine,9,pk_01056,Feature Engineering for Churn Prediction,0.663356
3,Our churn rate spiked last month and I need a framework to investigate why.,Cosine,10,pk_13384,Explain Model Prediction to Stakeholder,0.662285
3,Our churn rate spiked last month and I need a framework to investigate why.,Cosine,11,pk_19736,Proactive Churn Prevention Outreach,0.659777
3,Our churn rate spiked last month and I need a framework to investigate why.,Cosine,12,pk_12049,Design Customer Churn Prediction System,0.659699
3,Our churn rate spiked last month and I need a framework to investigate why.,Cosine,13,pk_10237,Design customer churn analysis,0.657974
3,Our churn rate spiked last month and I need a framework to investigate why.,Cosine,14,pk_13971,Customer Churn Prediction Model,0.656810
3,Our churn rate spiked last month and I need a framework to investigate why.,Cosine,15,pk_15667,Churn Prediction ML Pipeline,0.640649
3,Our churn rate spiked last month and I need a framework to investigate why.,Cosine,16,pk_07420,Feature engineering pipeline,0.637757
3,Our churn rate spiked last month and I need a framework to investigate why.,Cosine,17,pk_11659,Feature Engineering Techniques,0.634105
3,Our churn rate spiked last month and I need a framework to investigate why.,Cosine,18,pk_02096,Customer Churn Prediction Process,0.633028
3,Our churn rate spiked last month and I need a framework to investigate why.,Cosine,19,pk_06072,Calculate customer churn metrics,0.628644
3,Our churn rate spiked last month and I need a framework to investigate why.,Cosine,20,pk_15358,Customer Churn Project Plan,0.627636
3,Our churn rate spiked last month and I need a framework to investigate why.,Cosine,21,pk_00132,Build Classification Pipeline,0.626190
3,Our churn rate spiked last month and I need a framework to investigate why.,Cosine,22,pk_08825,Write SQL Query for Customer Churn,0.624965
3,Our churn rate spiked last month and I need a framework to investigate why.,Cosine,23,pk_14290,Build end-to-end ML pipeline for churn prediction,0.624592
3,Our churn rate spiked last month and I need a framework to investigate why.,Cosine,24,pk_11979,customer health scoring model,0.623968
3,Our churn rate spiked last month and I need a framework to investigate why.,Cosine,25,pk_06176,Generate Customer Retention Strategies,0.621645
3,Our churn rate spiked last month and I need a framework to investigate why.,Hybrid,1,pk_19200,Analyze customer churn drivers,0.664592
3,Our churn rate spiked last month and I need a framework to investigate why.,Hybrid,2,pk_12643,Churn Prediction Model Build,0.652415
3,Our churn rate spiked last month and I need a framework to investigate why.,Hybrid,3,pk_15714,Design data storytelling presentation,0.642436
3,Our churn rate spiked last month and I need a framework to investigate why.,Hybrid,4,pk_17719,Customer Churn Analysis Report,0.620293
3,Our churn rate spiked last month and I need a framework to investigate why.,Hybrid,5,pk_11166,Customer Churn Analysis Report,0.616422
3,Our churn rate spiked last month and I need a framework to investigate why.,Hybrid,6,pk_06644,Analyze churn prediction results,0.611847
3,Our churn rate spiked last month and I need a framework to investigate why.,Hybrid,7,pk_14176,need to analyze customer churn data,0.610251
3,Our churn rate spiked last month and I need a framework to investigate why.,Hybrid,8,pk_15582,Role-Play: Senior Data Scientist,0.602541
3,Our churn rate spiked last month and I need a framework to investigate why.,Hybrid,9,pk_01056,Feature Engineering for Churn Prediction,0.600828
3,Our churn rate spiked last month and I need a framework to investigate why.,Hybrid,10,pk_13384,Explain Model Prediction to Stakeholder,0.599660
3,Our churn rate spiked last month and I need a framework to investigate why.,Hybrid,11,pk_19736,Proactive Churn Prevention Outreach,0.596925
3,Our churn rate spiked last month and I need a framework to investigate why.,Hybrid,12,pk_12049,Design Customer Churn Prediction System,0.596840
3,Our churn rate spiked last month and I need a framework to investigate why.,Hybrid,13,pk_10237,Design customer churn analysis,0.594962
3,Our churn rate spiked last month and I need a framework to investigate why.,Hybrid,14,pk_13971,Customer Churn Prediction Model,0.593695
3,Our churn rate spiked last month and I need a framework to investigate why.,Hybrid,15,pk_15667,Churn Prediction ML Pipeline,0.576188
3,Our churn rate spiked last month and I need a framework to investigate why.,Hybrid,16,pk_07420,Feature engineering pipeline,0.573071
3,Our churn rate spiked last month and I need a framework to investigate why.,Hybrid,17,pk_11659,Feature Engineering Techniques,0.569140
3,Our churn rate spiked last month and I need a framework to investigate why.,Hybrid,18,pk_02096,Customer Churn Prediction Process,0.567983
3,Our churn rate spiked last month and I need a framework to investigate why.,Hybrid,19,pk_06072,Calculate customer churn metrics,0.563278
3,Our churn rate spiked last month and I need a framework to investigate why.,Hybrid,20,pk_15358,Customer Churn Project Plan,0.562197
3,Our churn rate spiked last month and I need a framework to investigate why.,Hybrid,21,pk_00132,Build Classification Pipeline,0.560649
3,Our churn rate spiked last month and I need a framework to investigate why.,Hybrid,22,pk_08825,Write SQL Query for Customer Churn,0.559338
3,Our churn rate spiked last month and I need a framework to investigate why.,Hybrid,23,pk_14290,Build end-to-end ML pipeline for churn prediction,0.558939
3,Our churn rate spiked last month and I need a framework to investigate why.,Hybrid,24,pk_11979,customer health scoring model,0.558271
3,Our churn rate spiked last month and I need a framework to investigate why.,Hybrid,25,pk_06176,Generate Customer Retention Strategies,0.555788
3,Our churn rate spiked last month and I need a framework to investigate why.,Taumode,1,pk_19200,Analyze customer churn drivers,0.604234
3,Our churn rate spiked last month and I need a framework to investigate why.,Taumode,2,pk_12643,Churn Prediction Model Build,0.590653
3,Our churn rate spiked last month and I need a framework to investigate why.,Taumode,3,pk_15714,Design data storytelling presentation,0.579570
3,Our churn rate spiked last month and I need a framework to investigate why.,Taumode,4,pk_17719,Customer Churn Analysis Report,0.555133
3,Our churn rate spiked last month and I need a framework to investigate why.,Taumode,5,pk_11166,Customer Churn Analysis Report,0.550883
3,Our churn rate spiked last month and I need a framework to investigate why.,Taumode,6,pk_06644,Analyze churn prediction results,0.545870
3,Our churn rate spiked last month and I need a framework to investigate why.,Taumode,7,pk_14176,need to analyze customer churn data,0.544123
3,Our churn rate spiked last month and I need a framework to investigate why.,Taumode,8,pk_15582,Role-Play: Senior Data Scientist,0.535701
3,Our churn rate spiked last month and I need a framework to investigate why.,Taumode,9,pk_01056,Feature Engineering for Churn Prediction,0.533834
3,Our churn rate spiked last month and I need a framework to investigate why.,Taumode,10,pk_13384,Explain Model Prediction to Stakeholder,0.532561
3,Our churn rate spiked last month and I need a framework to investigate why.,Taumode,11,pk_19736,Proactive Churn Prevention Outreach,0.529584
3,Our churn rate spiked last month and I need a framework to investigate why.,Taumode,12,pk_12049,Design Customer Churn Prediction System,0.529492
3,Our churn rate spiked last month and I need a framework to investigate why.,Taumode,13,pk_10237,Design customer churn analysis,0.527449
3,Our churn rate spiked last month and I need a framework to investigate why.,Taumode,14,pk_13971,Customer Churn Prediction Model,0.526072
3,Our churn rate spiked last month and I need a framework to investigate why.,Taumode,15,pk_15667,Churn Prediction ML Pipeline,0.507123
3,Our churn rate spiked last month and I need a framework to investigate why.,Taumode,16,pk_07420,Feature engineering pipeline,0.503764
3,Our churn rate spiked last month and I need a framework to investigate why.,Taumode,17,pk_11659,Feature Engineering Techniques,0.499535
3,Our churn rate spiked last month and I need a framework to investigate why.,Taumode,18,pk_02096,Customer Churn Prediction Process,0.498292
3,Our churn rate spiked last month and I need a framework to investigate why.,Taumode,19,pk_06072,Calculate customer churn metrics,0.493243
3,Our churn rate spiked last month and I need a framework to investigate why.,Taumode,20,pk_15358,Customer Churn Project Plan,0.492084
3,Our churn rate spiked last month and I need a framework to investigate why.,Taumode,21,pk_00132,Build Classification Pipeline,0.490426
3,Our churn rate spiked last month and I need a framework to investigate why.,Taumode,22,pk_08825,Write SQL Query for Customer Churn,0.489023
3,Our churn rate spiked last month and I need a framework to investigate why.,Taumode,23,pk_14290,Build end-to-end ML pipeline for churn prediction,0.488596
3,Our churn rate spiked last month and I need a framework to investigate why.,Taumode,24,pk_11979,customer health scoring model,0.487881
3,Our churn rate spiked last month and I need a framework to investigate why.,Taumode,25,pk_06176,Generate Customer Retention Strategies,0.485227
4,Looking for ways to improve employee retention without just throwing money at the problem.,Cosine,1,pk_15591,Improve employee retention rates,0.862282
4,Looking for ways to improve employee retention without just throwing money at the problem.,Cosine,2,pk_01539,retention,0.818684
4,Looking for ways to improve employee retention without just throwing money at the problem.,Cosine,3,pk_14023,BOOST RETENTION QUICK,0.813496
4,Looking for ways to improve employee retention without just throwing money at the problem.,Cosine,4,pk_15518,Develop Retention Strategy,0.779097
4,Looking for ways to improve employee retention without just throwing money at the problem.,Cosine,5,pk_07822,people keep quitting and we need to fix that i guess,0.777384
4,Looking for ways to improve employee retention without just throwing money at the problem.,Cosine,6,pk_08514,Analyze recognition programs and retention,0.764702
4,Looking for ways to improve employee retention without just throwing money at the problem.,Cosine,7,pk_17964,Talent retention strategies for top performers,0.747547
4,Looking for ways to improve employee retention without just throwing money at the problem.,Cosine,8,pk_03424,Calculate Turnover Cost Analysis,0.724222
4,Looking for ways to improve employee retention without just throwing money at the problem.,Cosine,9,pk_05491,Develop customer retention strategy,0.711257
4,Looking for ways to improve employee retention without just throwing money at the problem.,Cosine,10,pk_06921,Develop Retention Strategy for Segments,0.705759
4,Looking for ways to improve employee retention without just throwing money at the problem.,Cosine,11,pk_05707,Techniques for constructive feedback,0.704059
4,Looking for ways to improve employee retention without just throwing money at the problem.,Cosine,12,pk_15160,Plan Successful Stay Interview Questions,0.697289
4,Looking for ways to improve employee retention without just throwing money at the problem.,Cosine,13,pk_16877,EMPLOYEE ENGAGEMENT IDEAS NOW,0.695415
4,Looking for ways to improve employee retention without just throwing money at the problem.,Cosine,14,pk_14045,Write Subscription Cancellation Script,0.695113
4,Looking for ways to improve employee retention without just throwing money at the problem.,Cosine,15,pk_08282,ideas to get people excited about coming to work,0.695032
